id	name	valenceClass	arousalClass
4992	ACCEDE04992	-1	-1
4993	ACCEDE04993	1	-1
4994	ACCEDE04994	-1	1
4995	ACCEDE04995	1	-1
4996	ACCEDE04996	1	-1
4997	ACCEDE04997	0	-1
4998	ACCEDE04998	1	1
4999	ACCEDE04999	0	1
5000	ACCEDE05000	-1	-1
5001	ACCEDE05001	-1	1
5002	ACCEDE05002	0	-1
5003	ACCEDE05003	-1	-1
5004	ACCEDE05004	1	-1
5005	ACCEDE05005	-1	-1
5006	ACCEDE05006	0	-1
5007	ACCEDE05007	-1	0
5008	ACCEDE05008	-1	1
5009	ACCEDE05009	1	0
5010	ACCEDE05010	-1	1
5011	ACCEDE05011	0	0
5012	ACCEDE05012	-1	-1
5013	ACCEDE05013	1	-1
5014	ACCEDE05014	0	-1
5015	ACCEDE05015	-1	1
5016	ACCEDE05016	-1	1
5017	ACCEDE05017	1	0
5018	ACCEDE05018	-1	1
5019	ACCEDE05019	-1	-1
5020	ACCEDE05020	-1	0
5021	ACCEDE05021	-1	-1
5022	ACCEDE05022	-1	0
5023	ACCEDE05023	-1	-1
5024	ACCEDE05024	1	-1
5025	ACCEDE05025	-1	-1
5026	ACCEDE05026	1	-1
5027	ACCEDE05027	0	0
5028	ACCEDE05028	-1	0
5029	ACCEDE05029	1	-1
5030	ACCEDE05030	1	-1
5031	ACCEDE05031	-1	-1
5032	ACCEDE05032	1	-1
5033	ACCEDE05033	0	-1
5034	ACCEDE05034	1	-1
5035	ACCEDE05035	-1	0
5036	ACCEDE05036	-1	-1
5037	ACCEDE05037	1	-1
5038	ACCEDE05038	0	-1
5039	ACCEDE05039	0	-1
5040	ACCEDE05040	-1	1
5041	ACCEDE05041	1	-1
5042	ACCEDE05042	1	-1
5043	ACCEDE05043	1	-1
5044	ACCEDE05044	1	1
5045	ACCEDE05045	-1	1
5046	ACCEDE05046	-1	1
5047	ACCEDE05047	0	-1
5048	ACCEDE05048	1	0
5049	ACCEDE05049	1	-1
5050	ACCEDE05050	0	-1
5051	ACCEDE05051	0	-1
5052	ACCEDE05052	0	-1
5053	ACCEDE05053	1	-1
5054	ACCEDE05054	-1	-1
5055	ACCEDE05055	1	-1
5056	ACCEDE05056	0	-1
5057	ACCEDE05057	-1	-1
5058	ACCEDE05058	-1	-1
5059	ACCEDE05059	0	-1
5060	ACCEDE05060	0	-1
5061	ACCEDE05061	-1	-1
5062	ACCEDE05062	0	-1
5063	ACCEDE05063	0	-1
5064	ACCEDE05064	1	-1
5065	ACCEDE05065	0	0
5066	ACCEDE05066	1	-1
5067	ACCEDE05067	0	-1
5068	ACCEDE05068	0	-1
5069	ACCEDE05069	0	-1
5070	ACCEDE05070	0	1
5071	ACCEDE05071	0	-1
5072	ACCEDE05072	1	-1
5073	ACCEDE05073	1	-1
5074	ACCEDE05074	1	-1
5075	ACCEDE05075	1	-1
5076	ACCEDE05076	0	-1
5077	ACCEDE05077	1	-1
5078	ACCEDE05078	0	-1
5079	ACCEDE05079	1	0
5080	ACCEDE05080	0	-1
5081	ACCEDE05081	0	-1
5082	ACCEDE05082	-1	1
5083	ACCEDE05083	0	-1
5084	ACCEDE05084	-1	-1
5085	ACCEDE05085	-1	-1
5086	ACCEDE05086	0	0
5087	ACCEDE05087	-1	-1
5088	ACCEDE05088	-1	0
5089	ACCEDE05089	0	0
5090	ACCEDE05090	0	-1
5091	ACCEDE05091	-1	-1
5092	ACCEDE05092	-1	0
5093	ACCEDE05093	-1	1
5094	ACCEDE05094	0	-1
5095	ACCEDE05095	-1	-1
5096	ACCEDE05096	-1	-1
5097	ACCEDE05097	0	-1
5098	ACCEDE05098	-1	-1
5099	ACCEDE05099	-1	-1
5100	ACCEDE05100	-1	-1
5101	ACCEDE05101	0	-1
5102	ACCEDE05102	0	-1
5103	ACCEDE05103	0	-1
5104	ACCEDE05104	0	-1
5105	ACCEDE05105	-1	0
5106	ACCEDE05106	-1	-1
5107	ACCEDE05107	-1	-1
5108	ACCEDE05108	0	0
5109	ACCEDE05109	-1	-1
5110	ACCEDE05110	0	-1
5111	ACCEDE05111	-1	1
5112	ACCEDE05112	0	0
5113	ACCEDE05113	-1	-1
5114	ACCEDE05114	1	-1
5115	ACCEDE05115	-1	1
5116	ACCEDE05116	0	-1
5117	ACCEDE05117	1	-1
5118	ACCEDE05118	-1	-1
5119	ACCEDE05119	0	-1
5120	ACCEDE05120	-1	-1
5121	ACCEDE05121	-1	-1
5122	ACCEDE05122	1	-1
5123	ACCEDE05123	-1	-1
5124	ACCEDE05124	-1	1
5125	ACCEDE05125	-1	-1
5126	ACCEDE05126	-1	-1
5127	ACCEDE05127	-1	-1
5128	ACCEDE05128	0	1
5129	ACCEDE05129	0	0
5130	ACCEDE05130	0	-1
5131	ACCEDE05131	-1	-1
5132	ACCEDE05132	-1	-1
5133	ACCEDE05133	-1	-1
5134	ACCEDE05134	1	-1
5135	ACCEDE05135	1	-1
5136	ACCEDE05136	0	-1
5137	ACCEDE05137	-1	-1
5138	ACCEDE05138	1	-1
5139	ACCEDE05139	1	-1
5140	ACCEDE05140	-1	-1
5141	ACCEDE05141	1	-1
5142	ACCEDE05142	0	-1
5143	ACCEDE05143	0	0
5144	ACCEDE05144	-1	-1
5145	ACCEDE05145	0	-1
5146	ACCEDE05146	-1	-1
5147	ACCEDE05147	-1	-1
5148	ACCEDE05148	0	0
5149	ACCEDE05149	0	-1
5150	ACCEDE05150	0	-1
5151	ACCEDE05151	1	-1
5152	ACCEDE05152	-1	0
5153	ACCEDE05153	1	-1
5154	ACCEDE05154	0	-1
5155	ACCEDE05155	1	-1
5156	ACCEDE05156	1	-1
5157	ACCEDE05157	1	-1
5158	ACCEDE05158	-1	-1
5159	ACCEDE05159	-1	-1
5160	ACCEDE05160	0	0
5161	ACCEDE05161	-1	0
5162	ACCEDE05162	-1	0
5163	ACCEDE05163	0	-1
5164	ACCEDE05164	0	0
5165	ACCEDE05165	1	1
5166	ACCEDE05166	0	0
5167	ACCEDE05167	0	-1
5168	ACCEDE05168	-1	0
5169	ACCEDE05169	-1	0
5170	ACCEDE05170	0	1
5171	ACCEDE05171	-1	-1
5172	ACCEDE05172	-1	1
5173	ACCEDE05173	-1	1
5174	ACCEDE05174	0	-1
5175	ACCEDE05175	0	-1
5176	ACCEDE05176	0	-1
5177	ACCEDE05177	0	-1
5178	ACCEDE05178	0	-1
5179	ACCEDE05179	1	-1
5180	ACCEDE05180	-1	-1
5181	ACCEDE05181	-1	-1
5182	ACCEDE05182	-1	0
5183	ACCEDE05183	0	-1
5184	ACCEDE05184	-1	-1
5185	ACCEDE05185	0	1
5186	ACCEDE05186	-1	-1
5187	ACCEDE05187	0	-1
5188	ACCEDE05188	1	-1
5189	ACCEDE05189	1	1
5190	ACCEDE05190	0	0
5191	ACCEDE05191	0	-1
5192	ACCEDE05192	-1	-1
5193	ACCEDE05193	-1	-1
5194	ACCEDE05194	0	-1
5195	ACCEDE05195	0	1
5196	ACCEDE05196	0	-1
5197	ACCEDE05197	0	-1
5198	ACCEDE05198	0	-1
5199	ACCEDE05199	-1	-1
5200	ACCEDE05200	1	0
5201	ACCEDE05201	0	-1
5202	ACCEDE05202	1	-1
5203	ACCEDE05203	1	-1
5204	ACCEDE05204	1	-1
5205	ACCEDE05205	0	-1
5206	ACCEDE05206	1	-1
5207	ACCEDE05207	1	-1
5208	ACCEDE05208	1	-1
5209	ACCEDE05209	0	-1
5210	ACCEDE05210	-1	-1
5211	ACCEDE05211	1	-1
5212	ACCEDE05212	0	-1
5213	ACCEDE05213	0	0
5214	ACCEDE05214	-1	1
5215	ACCEDE05215	-1	1
5216	ACCEDE05216	1	1
5217	ACCEDE05217	1	-1
5218	ACCEDE05218	1	-1
5219	ACCEDE05219	1	-1
5220	ACCEDE05220	1	-1
5221	ACCEDE05221	0	-1
5222	ACCEDE05222	-1	1
5223	ACCEDE05223	1	-1
5224	ACCEDE05224	1	-1
5225	ACCEDE05225	1	-1
5226	ACCEDE05226	1	0
5227	ACCEDE05227	1	-1
5228	ACCEDE05228	1	-1
5229	ACCEDE05229	0	-1
5230	ACCEDE05230	0	-1
5231	ACCEDE05231	0	-1
5232	ACCEDE05232	-1	-1
5233	ACCEDE05233	-1	-1
5234	ACCEDE05234	-1	1
5235	ACCEDE05235	0	1
5236	ACCEDE05236	0	-1
5237	ACCEDE05237	1	-1
5238	ACCEDE05238	0	1
5239	ACCEDE05239	1	-1
5240	ACCEDE05240	0	-1
5241	ACCEDE05241	-1	-1
5242	ACCEDE05242	0	-1
5243	ACCEDE05243	1	-1
5244	ACCEDE05244	1	0
5245	ACCEDE05245	-1	0
5246	ACCEDE05246	1	1
5247	ACCEDE05247	0	-1
5248	ACCEDE05248	0	-1
5249	ACCEDE05249	-1	-1
5250	ACCEDE05250	0	-1
5251	ACCEDE05251	0	0
5252	ACCEDE05252	0	-1
5253	ACCEDE05253	-1	1
5254	ACCEDE05254	0	0
5255	ACCEDE05255	0	-1
5256	ACCEDE05256	1	-1
5257	ACCEDE05257	1	-1
5258	ACCEDE05258	1	-1
5259	ACCEDE05259	1	-1
5260	ACCEDE05260	1	-1
5261	ACCEDE05261	0	-1
5262	ACCEDE05262	1	-1
5263	ACCEDE05263	1	-1
5264	ACCEDE05264	1	-1
5265	ACCEDE05265	1	-1
5266	ACCEDE05266	-1	-1
5267	ACCEDE05267	0	-1
5268	ACCEDE05268	1	-1
5269	ACCEDE05269	1	-1
5270	ACCEDE05270	1	-1
5271	ACCEDE05271	0	-1
5272	ACCEDE05272	-1	0
5273	ACCEDE05273	0	-1
5274	ACCEDE05274	0	1
5275	ACCEDE05275	-1	1
5276	ACCEDE05276	0	-1
5277	ACCEDE05277	0	0
5278	ACCEDE05278	1	-1
5279	ACCEDE05279	0	1
5280	ACCEDE05280	1	1
5281	ACCEDE05281	-1	1
5282	ACCEDE05282	0	1
5283	ACCEDE05283	0	-1
5284	ACCEDE05284	0	-1
5285	ACCEDE05285	0	-1
5286	ACCEDE05286	-1	0
5287	ACCEDE05287	-1	-1
5288	ACCEDE05288	0	-1
5289	ACCEDE05289	1	-1
5290	ACCEDE05290	0	0
5291	ACCEDE05291	-1	-1
5292	ACCEDE05292	-1	-1
5293	ACCEDE05293	-1	-1
5294	ACCEDE05294	-1	-1
5295	ACCEDE05295	0	1
5296	ACCEDE05296	-1	-1
5297	ACCEDE05297	-1	-1
5298	ACCEDE05298	-1	-1
5299	ACCEDE05299	-1	-1
5300	ACCEDE05300	1	-1
5301	ACCEDE05301	-1	-1
5302	ACCEDE05302	1	-1
5303	ACCEDE05303	0	-1
5304	ACCEDE05304	-1	-1
5305	ACCEDE05305	0	1
5306	ACCEDE05306	-1	1
5307	ACCEDE05307	1	-1
5308	ACCEDE05308	0	-1
5309	ACCEDE05309	0	-1
5310	ACCEDE05310	-1	-1
5311	ACCEDE05311	1	-1
5312	ACCEDE05312	0	-1
5313	ACCEDE05313	0	-1
5314	ACCEDE05314	-1	-1
5315	ACCEDE05315	0	-1
5316	ACCEDE05316	0	0
5317	ACCEDE05317	0	-1
5318	ACCEDE05318	-1	-1
5319	ACCEDE05319	0	0
5320	ACCEDE05320	1	-1
5321	ACCEDE05321	1	-1
5322	ACCEDE05322	1	-1
5323	ACCEDE05323	1	-1
5324	ACCEDE05324	1	-1
5325	ACCEDE05325	1	-1
5326	ACCEDE05326	0	-1
5327	ACCEDE05327	0	0
5328	ACCEDE05328	0	-1
5329	ACCEDE05329	0	-1
5330	ACCEDE05330	1	0
5331	ACCEDE05331	0	-1
5332	ACCEDE05332	1	-1
5333	ACCEDE05333	1	-1
5334	ACCEDE05334	-1	0
5335	ACCEDE05335	1	-1
5336	ACCEDE05336	1	-1
5337	ACCEDE05337	0	1
5338	ACCEDE05338	-1	-1
5339	ACCEDE05339	0	-1
5340	ACCEDE05340	-1	1
5341	ACCEDE05341	-1	-1
5342	ACCEDE05342	-1	0
5343	ACCEDE05343	1	1
5344	ACCEDE05344	1	-1
5345	ACCEDE05345	0	-1
5346	ACCEDE05346	-1	1
5347	ACCEDE05347	-1	-1
5348	ACCEDE05348	-1	1
5349	ACCEDE05349	0	-1
5350	ACCEDE05350	-1	1
5351	ACCEDE05351	-1	-1
5352	ACCEDE05352	0	-1
5353	ACCEDE05353	-1	-1
5354	ACCEDE05354	0	1
5355	ACCEDE05355	-1	1
5356	ACCEDE05356	0	-1
5357	ACCEDE05357	1	1
5358	ACCEDE05358	-1	1
5359	ACCEDE05359	1	-1
5360	ACCEDE05360	1	-1
5361	ACCEDE05361	0	1
5362	ACCEDE05362	1	-1
5363	ACCEDE05363	-1	-1
5364	ACCEDE05364	0	-1
5365	ACCEDE05365	1	-1
5366	ACCEDE05366	1	-1
5367	ACCEDE05367	1	-1
5368	ACCEDE05368	0	-1
5369	ACCEDE05369	1	0
5370	ACCEDE05370	-1	-1
5371	ACCEDE05371	-1	-1
5372	ACCEDE05372	0	0
5373	ACCEDE05373	0	-1
5374	ACCEDE05374	1	-1
5375	ACCEDE05375	-1	-1
5376	ACCEDE05376	0	-1
5377	ACCEDE05377	0	-1
5378	ACCEDE05378	0	-1
5379	ACCEDE05379	1	-1
5380	ACCEDE05380	-1	-1
5381	ACCEDE05381	0	-1
5382	ACCEDE05382	-1	0
5383	ACCEDE05383	0	1
5384	ACCEDE05384	-1	-1
5385	ACCEDE05385	0	-1
5386	ACCEDE05386	0	-1
5387	ACCEDE05387	0	-1
5388	ACCEDE05388	0	-1
5389	ACCEDE05389	-1	1
5390	ACCEDE05390	0	-1
5391	ACCEDE05391	1	-1
5392	ACCEDE05392	1	-1
5393	ACCEDE05393	1	-1
5394	ACCEDE05394	0	-1
5395	ACCEDE05395	0	-1
5396	ACCEDE05396	0	-1
5397	ACCEDE05397	0	-1
5398	ACCEDE05398	1	-1
5399	ACCEDE05399	1	-1
5400	ACCEDE05400	0	0
5401	ACCEDE05401	0	-1
5402	ACCEDE05402	-1	0
5403	ACCEDE05403	1	1
5404	ACCEDE05404	1	-1
5405	ACCEDE05405	-1	-1
5406	ACCEDE05406	0	-1
5407	ACCEDE05407	-1	-1
5408	ACCEDE05408	-1	-1
5409	ACCEDE05409	-1	-1
5410	ACCEDE05410	0	-1
5411	ACCEDE05411	0	-1
5412	ACCEDE05412	0	1
5413	ACCEDE05413	1	-1
5414	ACCEDE05414	1	-1
5415	ACCEDE05415	0	1
5416	ACCEDE05416	-1	-1
5417	ACCEDE05417	1	0
5418	ACCEDE05418	-1	1
5419	ACCEDE05419	-1	-1
5420	ACCEDE05420	0	1
5421	ACCEDE05421	-1	-1
5422	ACCEDE05422	0	-1
5423	ACCEDE05423	1	-1
5424	ACCEDE05424	-1	1
5425	ACCEDE05425	-1	1
5426	ACCEDE05426	-1	-1
5427	ACCEDE05427	1	-1
5428	ACCEDE05428	-1	0
5429	ACCEDE05429	-1	-1
5430	ACCEDE05430	-1	0
5431	ACCEDE05431	0	-1
5432	ACCEDE05432	1	-1
5433	ACCEDE05433	1	-1
5434	ACCEDE05434	0	-1
5435	ACCEDE05435	1	-1
5436	ACCEDE05436	1	-1
5437	ACCEDE05437	0	-1
5438	ACCEDE05438	0	0
5439	ACCEDE05439	1	-1
5440	ACCEDE05440	0	1
5441	ACCEDE05441	-1	1
5442	ACCEDE05442	1	1
5443	ACCEDE05443	1	0
5444	ACCEDE05444	0	-1
5445	ACCEDE05445	1	-1
5446	ACCEDE05446	1	-1
5447	ACCEDE05447	-1	-1
5448	ACCEDE05448	1	0
5449	ACCEDE05449	-1	-1
5450	ACCEDE05450	1	1
5451	ACCEDE05451	1	0
5452	ACCEDE05452	1	-1
5453	ACCEDE05453	1	-1
5454	ACCEDE05454	1	-1
5455	ACCEDE05455	1	-1
5456	ACCEDE05456	0	0
5457	ACCEDE05457	0	1
5458	ACCEDE05458	0	-1
5459	ACCEDE05459	1	-1
5460	ACCEDE05460	1	0
5461	ACCEDE05461	1	-1
5462	ACCEDE05462	1	0
5463	ACCEDE05463	0	-1
5464	ACCEDE05464	1	-1
5465	ACCEDE05465	0	-1
5466	ACCEDE05466	0	-1
5467	ACCEDE05467	-1	1
5468	ACCEDE05468	1	-1
5469	ACCEDE05469	1	0
5470	ACCEDE05470	-1	0
5471	ACCEDE05471	0	1
5472	ACCEDE05472	1	-1
5473	ACCEDE05473	-1	-1
5474	ACCEDE05474	-1	1
5475	ACCEDE05475	1	1
5476	ACCEDE05476	1	-1
5477	ACCEDE05477	-1	0
5478	ACCEDE05478	0	0
5479	ACCEDE05479	0	-1
5480	ACCEDE05480	-1	-1
5481	ACCEDE05481	0	1
5482	ACCEDE05482	0	-1
5483	ACCEDE05483	0	-1
5484	ACCEDE05484	1	-1
5485	ACCEDE05485	1	-1
5486	ACCEDE05486	1	1
5487	ACCEDE05487	1	-1
5488	ACCEDE05488	1	-1
5489	ACCEDE05489	1	-1
5490	ACCEDE05490	-1	1
5491	ACCEDE05491	-1	1
5492	ACCEDE05492	1	-1
5493	ACCEDE05493	1	-1
5494	ACCEDE05494	-1	-1
5495	ACCEDE05495	0	-1
5496	ACCEDE05496	0	0
5497	ACCEDE05497	-1	-1
5498	ACCEDE05498	1	-1
5499	ACCEDE05499	-1	-1
5500	ACCEDE05500	-1	0
5501	ACCEDE05501	1	-1
5502	ACCEDE05502	0	-1
5503	ACCEDE05503	-1	-1
5504	ACCEDE05504	-1	-1
5505	ACCEDE05505	0	-1
5506	ACCEDE05506	-1	-1
5507	ACCEDE05507	0	-1
5508	ACCEDE05508	-1	0
5509	ACCEDE05509	-1	-1
5510	ACCEDE05510	-1	1
5511	ACCEDE05511	-1	0
5512	ACCEDE05512	1	-1
5513	ACCEDE05513	0	1
5514	ACCEDE05514	-1	1
5515	ACCEDE05515	-1	-1
5516	ACCEDE05516	1	-1
5517	ACCEDE05517	0	1
5518	ACCEDE05518	-1	-1
5519	ACCEDE05519	0	-1
5520	ACCEDE05520	0	-1
5521	ACCEDE05521	1	-1
5522	ACCEDE05522	1	1
5523	ACCEDE05523	-1	-1
5524	ACCEDE05524	-1	-1
5525	ACCEDE05525	-1	0
5526	ACCEDE05526	-1	-1
5527	ACCEDE05527	-1	-1
5528	ACCEDE05528	0	-1
5529	ACCEDE05529	1	1
5530	ACCEDE05530	0	1
5531	ACCEDE05531	0	-1
5532	ACCEDE05532	-1	-1
5533	ACCEDE05533	0	-1
5534	ACCEDE05534	-1	-1
5535	ACCEDE05535	-1	-1
5536	ACCEDE05536	0	-1
5537	ACCEDE05537	-1	1
5538	ACCEDE05538	-1	0
5539	ACCEDE05539	-1	1
5540	ACCEDE05540	-1	1
5541	ACCEDE05541	-1	-1
5542	ACCEDE05542	-1	-1
5543	ACCEDE05543	0	-1
5544	ACCEDE05544	0	1
5545	ACCEDE05545	1	-1
5546	ACCEDE05546	-1	-1
5547	ACCEDE05547	-1	1
5548	ACCEDE05548	0	0
5549	ACCEDE05549	0	-1
5550	ACCEDE05550	-1	-1
5551	ACCEDE05551	-1	-1
5552	ACCEDE05552	-1	0
5553	ACCEDE05553	-1	0
5554	ACCEDE05554	-1	-1
5555	ACCEDE05555	0	-1
5556	ACCEDE05556	-1	0
5557	ACCEDE05557	-1	0
5558	ACCEDE05558	-1	-1
5559	ACCEDE05559	0	-1
5560	ACCEDE05560	-1	-1
5561	ACCEDE05561	0	-1
5562	ACCEDE05562	0	-1
5563	ACCEDE05563	0	1
5564	ACCEDE05564	-1	1
5565	ACCEDE05565	-1	-1
5566	ACCEDE05566	0	-1
5567	ACCEDE05567	-1	0
5568	ACCEDE05568	1	-1
5569	ACCEDE05569	0	-1
5570	ACCEDE05570	-1	-1
5571	ACCEDE05571	0	1
5572	ACCEDE05572	0	-1
5573	ACCEDE05573	-1	0
5574	ACCEDE05574	-1	1
5575	ACCEDE05575	-1	-1
5576	ACCEDE05576	1	-1
5577	ACCEDE05577	1	-1
5578	ACCEDE05578	1	1
5579	ACCEDE05579	0	-1
5580	ACCEDE05580	-1	0
5581	ACCEDE05581	0	-1
5582	ACCEDE05582	1	-1
5583	ACCEDE05583	1	-1
5584	ACCEDE05584	0	-1
5585	ACCEDE05585	0	-1
5586	ACCEDE05586	1	-1
5587	ACCEDE05587	1	-1
5588	ACCEDE05588	0	-1
5589	ACCEDE05589	-1	-1
5590	ACCEDE05590	1	-1
5591	ACCEDE05591	0	-1
5592	ACCEDE05592	0	-1
5593	ACCEDE05593	-1	1
5594	ACCEDE05594	-1	-1
5595	ACCEDE05595	0	-1
5596	ACCEDE05596	1	-1
5597	ACCEDE05597	0	-1
5598	ACCEDE05598	-1	1
5599	ACCEDE05599	-1	0
5600	ACCEDE05600	-1	-1
5601	ACCEDE05601	0	1
5602	ACCEDE05602	0	1
5603	ACCEDE05603	0	-1
5604	ACCEDE05604	-1	1
5605	ACCEDE05605	-1	1
5606	ACCEDE05606	-1	1
5607	ACCEDE05607	1	-1
5608	ACCEDE05608	0	-1
5609	ACCEDE05609	0	-1
5610	ACCEDE05610	0	-1
5611	ACCEDE05611	1	-1
5612	ACCEDE05612	0	-1
5613	ACCEDE05613	0	-1
5614	ACCEDE05614	0	-1
5615	ACCEDE05615	0	1
5616	ACCEDE05616	0	-1
5617	ACCEDE05617	0	1
5618	ACCEDE05618	0	-1
5619	ACCEDE05619	1	-1
5620	ACCEDE05620	0	0
5621	ACCEDE05621	1	-1
5622	ACCEDE05622	-1	-1
5623	ACCEDE05623	-1	1
5624	ACCEDE05624	-1	1
5625	ACCEDE05625	0	-1
5626	ACCEDE05626	-1	0
5627	ACCEDE05627	-1	1
5628	ACCEDE05628	0	0
5629	ACCEDE05629	1	1
5630	ACCEDE05630	-1	-1
5631	ACCEDE05631	1	-1
5632	ACCEDE05632	1	-1
5633	ACCEDE05633	-1	1
5634	ACCEDE05634	-1	1
5635	ACCEDE05635	0	-1
5636	ACCEDE05636	-1	-1
5637	ACCEDE05637	-1	0
5638	ACCEDE05638	-1	-1
5639	ACCEDE05639	1	-1
5640	ACCEDE05640	0	-1
5641	ACCEDE05641	1	-1
5642	ACCEDE05642	-1	-1
5643	ACCEDE05643	-1	1
5644	ACCEDE05644	0	-1
5645	ACCEDE05645	-1	-1
5646	ACCEDE05646	0	-1
5647	ACCEDE05647	0	-1
5648	ACCEDE05648	1	-1
5649	ACCEDE05649	1	-1
5650	ACCEDE05650	0	-1
5651	ACCEDE05651	0	1
5652	ACCEDE05652	0	-1
5653	ACCEDE05653	0	0
5654	ACCEDE05654	1	1
5655	ACCEDE05655	0	0
5656	ACCEDE05656	-1	-1
5657	ACCEDE05657	1	-1
5658	ACCEDE05658	1	-1
5659	ACCEDE05659	1	-1
5660	ACCEDE05660	0	-1
5661	ACCEDE05661	-1	0
5662	ACCEDE05662	0	-1
5663	ACCEDE05663	-1	-1
5664	ACCEDE05664	-1	-1
5665	ACCEDE05665	1	0
5666	ACCEDE05666	-1	-1
5667	ACCEDE05667	-1	-1
5668	ACCEDE05668	0	-1
5669	ACCEDE05669	-1	1
5670	ACCEDE05670	-1	-1
5671	ACCEDE05671	0	-1
5672	ACCEDE05672	0	1
5673	ACCEDE05673	0	-1
5674	ACCEDE05674	-1	1
5675	ACCEDE05675	-1	-1
5676	ACCEDE05676	-1	-1
5677	ACCEDE05677	1	0
5678	ACCEDE05678	-1	-1
5679	ACCEDE05679	0	-1
5680	ACCEDE05680	-1	-1
5681	ACCEDE05681	-1	-1
5682	ACCEDE05682	0	-1
5683	ACCEDE05683	0	-1
5684	ACCEDE05684	-1	-1
5685	ACCEDE05685	0	-1
5686	ACCEDE05686	-1	0
5687	ACCEDE05687	-1	-1
5688	ACCEDE05688	-1	1
5689	ACCEDE05689	-1	-1
5690	ACCEDE05690	1	-1
5691	ACCEDE05691	0	-1
5692	ACCEDE05692	0	-1
5693	ACCEDE05693	0	1
5694	ACCEDE05694	0	1
5695	ACCEDE05695	1	0
5696	ACCEDE05696	-1	-1
5697	ACCEDE05697	-1	-1
5698	ACCEDE05698	-1	-1
5699	ACCEDE05699	0	-1
5700	ACCEDE05700	0	-1
5701	ACCEDE05701	1	-1
5702	ACCEDE05702	-1	-1
5703	ACCEDE05703	1	1
5704	ACCEDE05704	1	1
5705	ACCEDE05705	0	0
5706	ACCEDE05706	-1	0
5707	ACCEDE05707	1	-1
5708	ACCEDE05708	-1	-1
5709	ACCEDE05709	0	-1
5710	ACCEDE05710	-1	1
5711	ACCEDE05711	0	-1
5712	ACCEDE05712	-1	-1
5713	ACCEDE05713	-1	-1
5714	ACCEDE05714	0	-1
5715	ACCEDE05715	0	-1
5716	ACCEDE05716	0	0
5717	ACCEDE05717	1	-1
5718	ACCEDE05718	0	-1
5719	ACCEDE05719	0	1
5720	ACCEDE05720	0	-1
5721	ACCEDE05721	-1	0
5722	ACCEDE05722	-1	-1
5723	ACCEDE05723	0	-1
5724	ACCEDE05724	-1	-1
5725	ACCEDE05725	0	-1
5726	ACCEDE05726	-1	-1
5727	ACCEDE05727	1	-1
5728	ACCEDE05728	-1	-1
5729	ACCEDE05729	-1	-1
5730	ACCEDE05730	1	-1
5731	ACCEDE05731	0	-1
5732	ACCEDE05732	-1	-1
5733	ACCEDE05733	1	1
5734	ACCEDE05734	-1	-1
5735	ACCEDE05735	0	1
5736	ACCEDE05736	-1	-1
5737	ACCEDE05737	-1	-1
5738	ACCEDE05738	1	0
5739	ACCEDE05739	0	-1
5740	ACCEDE05740	-1	-1
5741	ACCEDE05741	-1	-1
5742	ACCEDE05742	0	0
5743	ACCEDE05743	1	-1
5744	ACCEDE05744	0	0
5745	ACCEDE05745	1	-1
5746	ACCEDE05746	-1	0
5747	ACCEDE05747	-1	0
5748	ACCEDE05748	-1	-1
5749	ACCEDE05749	0	1
5750	ACCEDE05750	-1	-1
5751	ACCEDE05751	-1	-1
5752	ACCEDE05752	0	-1
5753	ACCEDE05753	0	0
5754	ACCEDE05754	0	-1
5755	ACCEDE05755	0	-1
5756	ACCEDE05756	0	-1
5757	ACCEDE05757	1	-1
5758	ACCEDE05758	1	1
5759	ACCEDE05759	0	1
5760	ACCEDE05760	0	-1
5761	ACCEDE05761	-1	-1
5762	ACCEDE05762	-1	-1
5763	ACCEDE05763	0	-1
5764	ACCEDE05764	1	-1
5765	ACCEDE05765	0	-1
5766	ACCEDE05766	0	-1
5767	ACCEDE05767	-1	1
5768	ACCEDE05768	1	-1
5769	ACCEDE05769	-1	0
5770	ACCEDE05770	0	0
5771	ACCEDE05771	0	-1
5772	ACCEDE05772	0	-1
5773	ACCEDE05773	0	0
5774	ACCEDE05774	-1	-1
5775	ACCEDE05775	0	-1
5776	ACCEDE05776	1	-1
5777	ACCEDE05777	1	-1
5778	ACCEDE05778	-1	-1
5779	ACCEDE05779	-1	0
5780	ACCEDE05780	0	0
5781	ACCEDE05781	0	-1
5782	ACCEDE05782	0	-1
5783	ACCEDE05783	-1	-1
5784	ACCEDE05784	-1	-1
5785	ACCEDE05785	-1	1
5786	ACCEDE05786	0	-1
5787	ACCEDE05787	-1	0
5788	ACCEDE05788	1	-1
5789	ACCEDE05789	0	0
5790	ACCEDE05790	1	-1
5791	ACCEDE05791	-1	-1
5792	ACCEDE05792	0	-1
5793	ACCEDE05793	0	1
5794	ACCEDE05794	0	-1
5795	ACCEDE05795	0	-1
5796	ACCEDE05796	-1	-1
5797	ACCEDE05797	0	-1
5798	ACCEDE05798	-1	0
5799	ACCEDE05799	-1	-1
5800	ACCEDE05800	0	-1
5801	ACCEDE05801	-1	-1
5802	ACCEDE05802	0	-1
5803	ACCEDE05803	0	-1
5804	ACCEDE05804	-1	1
5805	ACCEDE05805	-1	-1
5806	ACCEDE05806	0	-1
5807	ACCEDE05807	-1	-1
5808	ACCEDE05808	-1	1
5809	ACCEDE05809	0	-1
5810	ACCEDE05810	0	0
